algo,blocklist_name,enhancement,creation_time,creation_mem,test_1_short_time,test_1_short_mem,test_2_medium_time,test_2_medium_mem,test_3_long_time,test_3_long_mem
WM,100,radical_pinyin,0.12000131607055664,0.0,0.05200076103210449,0.0,0.1660006046295166,0.0,0.4510002136230469,0.0
BruteForce,1k,naive,0.0029997825622558594,0.0,0.5499980449676514,0.0,1.7140002250671387,0.0,4.332000255584717,0.0
BruteForce,1k,radical,0.03300285339355469,0.00390625,1.0519979000091553,0.0,5.0529985427856445,0.0,12.82899785041809,0.0
Native,1k,naive,0.004998445510864258,0.0,0.00599980354309082,0.0,0.0070002079010009766,0.0,0.00699925422668457,0.0
Native,1k,radical,0.03299880027770996,0.0,0.014000177383422852,0.0,0.018000125885009766,0.0,0.01999974250793457,0.0
AC,1k,naive,0.2330014705657959,1.78515625,0.0060002803802490234,0.0,0.009999513626098633,0.0,0.02300119400024414,0.0
AC,1k,radical,0.23099994659423828,5.234375,0.01199960708618164,0.0,0.02900075912475586,0.0,0.06400060653686523,0.0
WM,1k,naive,0.02199840545654297,0.08984375,0.008001089096069336,0.0,0.022001028060913086,0.0,0.05099964141845703,0.01171875
WM,1k,radical,0.04800081253051758,0.1015625,0.018000125885009766,0.0,0.0650019645690918,0.0,0.15199875831604004,0.0
BruteForce,10k,naive,0.0030007362365722656,0.0,5.381001710891724,0.0,17.231998682022095,0.0,43.628000020980835,-0.0234375
BruteForce,10k,radical,0.2909982204437256,0.05078125,10.687999725341797,0.0,51.728999853134155,0.0,130.4609990119934,0.01953125
Native,10k,naive,0.002997875213623047,0.0,0.031999826431274414,0.0,0.03299832344055176,0.0,0.03599810600280762,0.0
Native,10k,radical,0.2969987392425537,0.0,0.07200002670288086,0.0,0.10600018501281738,0.0,0.11400032043457031,0.0
AC,10k,naive,1.9059991836547852,40.01953125,0.0060002803802490234,0.0,0.011999845504760742,0.0,0.026000261306762695,0.00390625
AC,10k,radical,2.193998098373413,46.44921875,0.01999974250793457,0.015625,0.03800010681152344,0.0,0.07700204849243164,0.0078125
WM,10k,naive,0.18300151824951172,0.5625,0.02699756622314453,0.0234375,0.09300017356872559,0.0,0.23099827766418457,0.0
WM,10k,radical,0.4459996223449707,0.9140625,0.061995506286621094,0.015625,0.28299832344055176,0.00390625,0.6949961185455322,0.00390625
BruteForce,full,naive,0.002997159957885742,0.0,29.010000467300415,0.0,92.95199966430664,-0.01953125,235.14151763916016,0.0078125
Native,full,naive,0.0030014514923095703,0.0,0.15899968147277832,0.0,0.16500139236450195,0.0,0.1810014247894287,0.0
AC,full,naive,10.190001010894775,203.0234375,0.017000913619995117,0.00390625,0.03599905967712402,0.0,0.031999826431274414,0.00390625
WM,full,naive,0.9999992847442627,5.8125,0.12099862098693848,0.2890625,0.4629983901977539,0.0,1.147001028060913,0.0
BruteForce,wm,naive,0.003998517990112305,0.0,6.499000310897827,0.0,20.475996017456055,0.0,51.39199447631836,0.00390625
BruteForce,wm,radical,0.3320000171661377,0.12109375,12.866998672485352,0.02734375,61.1759934425354,0.0,154.54805040359497,0.0
Native,wm,naive,0.0029997825622558594,0.0,0.037033796310424805,0.0,0.03999829292297363,0.0,0.04500174522399902,0.0
Native,wm,radical,0.33699774742126465,0.0,0.08499789237976074,0.0,0.12700271606445312,0.0,0.1399986743927002,0.0
AC,wm,naive,1.2199997901916504,16.9921875,0.005998134613037109,0.0,0.011999368667602539,0.0,0.025000810623168945,0.0078125
AC,wm,radical,1.5400018692016602,27.14453125,0.023000001907348633,0.015625,0.04200148582458496,0.0,0.0820002555847168,0.08984375
WM,wm,naive,0.21599960327148438,0.9375,0.037999629974365234,0.015625,0.1420001983642578,0.0,0.35700011253356934,0.01171875
WM,wm,radical,0.512998104095459,1.69921875,0.08699798583984375,0.0546875,0.4289982318878174,0.00390625,1.0799992084503174,0.00390625
