algo,blocklist_name,enhancement,creation_time,creation_mem,test_1_short_time,test_1_short_mem,test_2_medium_time,test_2_medium_mem,test_3_long_time,test_3_long_mem
BruteForce,10,naive,0.001998424530029297,0.0,0.03299975395202637,0.0,0.02099776268005371,0.00390625,0.04900503158569336,0.0078125
BruteForce,10,pinyin,0.05700039863586426,0.02734375,0.045999765396118164,0.0078125,0.13099956512451172,0.0,0.40199923515319824,0.0
BruteForce,10,radical,0.0029985904693603516,0.0078125,0.0169980525970459,0.0078125,0.038999319076538086,0.0,0.09199857711791992,0.0
BruteForce,10,radical_pinyin,0.01100015640258789,0.00390625,0.05099797248840332,0.00390625,0.14599967002868652,0.0,0.4440007209777832,0.0
Native,10,naive,0.003002166748046875,0.0,0.003000020980834961,0.0,0.003999948501586914,0.0,0.003000497817993164,0.0
Native,10,pinyin,0.011000633239746094,0.0,0.007001638412475586,0.0,0.00800013542175293,0.0,0.009997844696044922,0.0
Native,10,radical,0.00400090217590332,0.0,0.002999544143676758,0.0,0.0030019283294677734,0.0,0.003999948501586914,0.0
Native,10,radical_pinyin,0.010998725891113281,0.0,0.0059986114501953125,0.0,0.006998300552368164,0.0,0.009999990463256836,0.00390625
AC,10,naive,0.005003452301025391,0.0078125,0.004999399185180664,0.0,0.009000062942504883,0.0,0.01899886131286621,0.0625
AC,10,pinyin,0.011999130249023438,0.0234375,0.017999649047851562,0.0078125,0.04599905014038086,0.03125,0.1379997730255127,0.04296875
AC,10,radical,0.0040013790130615234,0.00390625,0.005999088287353516,0.0,0.015999794006347656,0.0,0.03500175476074219,0.0
AC,10,radical_pinyin,0.012000083923339844,0.00390625,0.02100229263305664,0.00390625,0.0540003776550293,0.03125,0.15800046920776367,0.0234375
WM,10,naive,0.0029990673065185547,0.0,0.003998994827270508,0.0,0.004998922348022461,0.0,0.007999658584594727,0.0
WM,10,pinyin,0.010999917984008789,0.00390625,0.009002923965454102,0.0,0.018001079559326172,0.0,0.04499959945678711,0.26171875
WM,10,radical,0.004000186920166016,0.0,0.0049991607666015625,0.0,0.006001949310302734,0.0,0.01399850845336914,0.0
WM,10,radical_pinyin,0.011999845504760742,0.00390625,0.009999513626098633,0.0,0.018000364303588867,0.0,0.04799795150756836,0.0
BruteForce,100,naive,0.003000974655151367,0.0,0.0599980354309082,0.0,0.17399907112121582,0.00390625,0.43600010871887207,0.0
BruteForce,100,pinyin,0.11499834060668945,1.03125,2.1690022945404053,0.01953125,7.7469987869262695,0.00390625,21.158000707626343,0.1953125
BruteForce,100,radical,0.00599980354309082,0.0234375,0.11400103569030762,0.0,0.3399977684020996,0.0,0.857001543045044,0.0
BruteForce,100,radical_pinyin,0.11600065231323242,0.171875,2.2190003395080566,0.0,7.855002164840698,0.0,21.50599956512451,-0.05859375
Native,100,naive,0.003000497817993164,0.0,0.002998828887939453,0.0,0.00400090217590332,0.0,0.004998922348022461,0.0
Native,100,pinyin,0.11599946022033691,0.0,0.020999908447265625,0.0,0.02400040626525879,0.0,0.03399991989135742,0.0
Native,100,radical,0.004999876022338867,0.0,0.00500035285949707,0.0,0.004998922348022461,0.0,0.0050029754638671875,0.0
Native,100,radical_pinyin,0.11699962615966797,0.0,0.020999908447265625,0.0,0.026996850967407227,0.0,0.034001827239990234,0.0
AC,100,naive,0.021002769470214844,0.01953125,0.004997968673706055,0.0,0.009999752044677734,0.0,0.020998239517211914,0.01953125
AC,100,pinyin,0.13199734687805176,0.47265625,0.08599853515625,0.0,0.2980000972747803,0.0,0.8189997673034668,0.0078125
AC,100,radical,0.02500152587890625,0.30078125,0.007997989654541016,0.0,0.018001556396484375,0.0,0.03899526596069336,0.0
AC,100,radical_pinyin,0.13700199127197266,0.06640625,0.08799886703491211,0.0,0.3039984703063965,0.0,0.8310017585754395,0.00390625
WM,100,naive,0.004999876022338867,0.0,0.0039997100830078125,0.00390625,0.006998538970947266,0.0,0.012999773025512695,0.0
WM,100,pinyin,0.11699652671813965,0.0,0.05099773406982422,0.0,0.16199970245361328,0.0,0.442000150680542,0.0
WM,100,radical,0.008000612258911133,0.0,0.0060002803802490234,0.0,0.012000560760498047,0.0,0.023000001907348633,0.0
